gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp3-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=28578 nnue=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1599 / 18750 positions
  played 100 games, 3217 / 18750 positions
  played 150 games, 4660 / 18750 positions
  played 200 games, 6308 / 18750 positions
  played 250 games, 7928 / 18750 positions
  played 300 games, 9534 / 18750 positions
  played 350 games, 11025 / 18750 positions
  played 400 games, 12664 / 18750 positions
  played 450 games, 14153 / 18750 positions
  played 500 games, 15838 / 18750 positions
  played 550 games, 17448 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp3-5.jnnw
